mag_id,coassembly_ecozone,completeness,contamination,strain_heterogeneity,genome_size_mbp,gc,n_genes,coding_density,n_contigs,n50,n_trna_genes,n_trna_aminoacids,n_16s_rrna_genes,n_23s_rrna_genes,n_5s_rrna_genes,mimag_quality,domain,phylum,class,order,family,genus,species,taxon
P_bin1135,Prairies,94.81,0.82,0,2.318805,40.27897991,2031,0.919794894,137,25123,34,19,0,0,0,high,Bacteria,Bacteroidota,Rhodothermia,Balneolales,HLUCCA01,UBA11400,NA,Bacteroidota
P_bin1146,Prairies,94.71,3.36,0,6.958596,75.86247283,6037,0.936242167,424,26541,60,20,2,1,1,high,Bacteria,Myxococcota,UBA796,UBA796,UBA796,NA,NA,Myxococcota
P_bin115,Prairies,53.85,0,0,0.777868,40.12223154,743,0.892710588,58,19146,27,17,1,2,1,medium,Bacteria,Patescibacteria,ABY1,Magasanikbacterales,UBA922,SZUA-124,NA,Patescibacteria
P_bin1157,Prairies,92.88,0,0,1.777125,55.56874165,1785,0.956654709,118,21379,30,14,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA954,NA,Gammaproteobacteria
P_bin1161,Prairies,94.67,0,0,1.010345,45.86314576,1063,0.945595811,88,17387,30,16,0,0,0,medium,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmataceae,CSBR16-87,NA,Firmicutes/_A
P_bin1164,Prairies,51.75,0,0,0.673898,53.73290913,709,0.963740804,73,11667,8,6,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Aquiluna,NA,Actinobacteriota
P_bin117,Prairies,65.52,0,0,2.206323,34.54915713,2157,0.896123097,384,6116,17,12,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA,Bacteroidota
P_bin1175,Prairies,69.45,2.16,0,3.259943,53.39547348,2980,0.896021188,600,5798,25,16,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA9464,UBA6176,NA,Verrucomicrobiota/_A
P_bin1181,Prairies,64.88,1.67,0,2.369528,32.47887343,2423,0.918301451,475,5389,13,9,0,0,1,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767,B-17BO,UBA4416,NA,Bacteroidota
P_bin1211,Prairies,52.49,3.45,0,2.430184,67.69491528,2435,0.914077288,415,6265,30,16,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Haloferula,NA,Verrucomicrobiota/_A
P_bin1216,Prairies,96.67,3.11,0,1.159222,34.32379648,1101,0.950086351,28,152716,17,12,1,0,0,medium,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,UBA8290,NA,Firmicutes/_A
P_bin122,Prairies,94.03,1.02,0,2.880494,37.60893097,2700,0.905341931,250,17694,30,16,1,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA8524,NA,NA,Bacteroidota
P_bin1233,Prairies,50.49,0,0,0.848826,46.65337772,872,0.906033745,96,10624,30,16,1,1,0,medium,Bacteria,Patescibacteria,Microgenomatia,UBA1400,PJMF01,UBA1370,NA,Patescibacteria
P_bin1242,Prairies,52.76,0,0,1.51905,36.41901188,1502,0.944052533,237,7393,6,6,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA,Bacteroidota
P_bin1259,Prairies,77.19,0,0,0.812183,49.409308,875,0.9620061,94,12293,31,14,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Aquiluna,NA,Actinobacteriota
P_bin1277,Prairies,94.51,0,0,1.453403,34.03770324,1327,0.934849453,55,50156,35,20,2,2,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA1997,NA,NA,Alphaproteobacteria
P_bin1279,Prairies,54.31,1.72,0,1.57759,64.27924873,1852,0.909779474,383,4138,15,11,1,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,Alphaproteobacteria
P_bin1285,Prairies,70.21,2.25,0,0.561513,36.95568936,581,0.901683487,26,37519,31,18,2,2,1,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,CSBR16-119,CSBR16-119,CSBR16-119 sp007117675,Patescibacteria
P_bin13,Prairies,51.72,0,0,1.370188,36.31107556,1352,0.942688886,183,8532,8,7,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,Bacteroidota
P_bin1321,Prairies,79.47,0,0,1.875067,44.02829339,1833,0.931753372,232,10348,14,10,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,Bacteroidota
P_bin1322,Prairies,92.57,0,0,1.139646,31.92500127,1094,0.918475562,16,94454,21,15,2,0,0,medium,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,NA,Firmicutes/_A
P_bin1339,Prairies,80.34,0,0,2.00731,61.57519267,2094,0.960658792,100,39045,42,14,0,0,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,NA,NA,Actinobacteriota
P_bin1341,Prairies,92.84,0,0,1.38982,60.5896447,1471,0.961436733,103,17458,27,14,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2463,NA,Gammaproteobacteria
P_bin1347,Prairies,86.45,0.74,0,3.375111,50.17796452,2868,0.929286178,400,10037,29,16,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,M3007,NA,Bacteroidota
P_bin1351,Prairies,72.07,1.12,0,0.701648,40.10386975,744,0.958262548,98,9427,11,8,0,0,0,medium,Bacteria,Firmicutes,Bacilli,RFN20,CAG-826,UBA970,NA,Firmicutes/_A
P_bin1356,Prairies,94.05,0.48,0,2.855221,42.38537052,2667,0.929509835,322,11565,19,12,0,0,1,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767,NA,NA,NA,Bacteroidota
P_bin1368,Prairies,61.75,0.43,0,1.005432,49.94350687,1159,0.949089546,212,4919,15,12,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,NA,Actinobacteriota
P_bin1371,Prairies,70.33,0,0,4.293679,68.48949351,4399,0.915773163,551,9965,37,15,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA4615,NA,Gammaproteobacteria
P_bin1382,Prairies,96.23,0.64,0,2.492369,41.47560012,2592,0.874420682,211,17188,30,18,1,0,0,high,Bacteria,Firmicutes,Bacilli,Caldalkalibacillales,Caldalkalibacillaceae,NA,NA,Firmicutes/_A
P_bin1393,Prairies,89.56,3.3,0,2.928777,65.42888038,2501,0.922607286,150,33732,29,17,0,1,0,medium,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,SKNW01,NA,Gemmatimonadota
P_bin1394,Prairies,65.52,0,0,1.402124,52.45848441,1515,0.954411307,159,10806,15,9,1,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,NA,Actinobacteriota
P_bin1396,Prairies,78.47,0,0,1.040621,44.47834514,1094,0.95818074,75,21719,28,16,1,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,AcAMD-5 sp002293025,Actinobacteriota
P_bin1403,Prairies,71.17,1.28,0,1.286415,58.66668221,1460,0.963850701,201,7443,18,10,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,NA,NA,Actinobacteriota
P_bin1407,Prairies,81.03,0,0,2.350791,35.57628049,2048,0.889351286,223,14732,26,15,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,NA,NA,Bacteroidota
P_bin1409,Prairies,57.07,0,0,0.82799,45.01805577,848,0.956315898,75,15808,19,12,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,NA,Actinobacteriota
P_bin1417,Prairies,77.6,0.79,0,2.409373,37.12700358,2469,0.939189158,428,6010,16,12,0,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767,B-17BO,NA,NA,Bacteroidota
P_bin1422,Prairies,88.8,2.03,0,2.381609,44.75789267,2475,0.905043607,316,8776,25,14,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,NA,NA,Gammaproteobacteria
P_bin1425,Prairies,76.26,0,0,2.209511,47.03416276,2280,0.932701399,346,7716,25,15,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,NA,Bacteroidota
P_bin1428,Prairies,60.85,0,0,2.383319,65.38868695,2221,0.900354506,491,5149,25,16,1,0,0,medium,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA1268,NA,NA,Planctomycetota
P_bin1432,Prairies,93.67,0.55,0,2.358346,52.228511,2016,0.95696009,101,43598,36,16,0,0,0,medium,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriaceae,UBA10438,NA,Bacteroidota
P_bin1441,Prairies,84.15,0,0,1.196035,52.63759004,1255,0.954458691,107,15617,20,12,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,NA,NA,NA,Gammaproteobacteria
P_bin1443,Prairies,95.93,0.44,0,2.163248,39.21126935,2131,0.897557284,167,16853,36,18,1,0,0,high,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,Gammaproteobacteria
P_bin1454,Prairies,60.02,1.72,0,0.994358,32.14003407,1113,0.930003077,162,6941,34,18,1,1,1,medium,Bacteria,Patescibacteria,WWE3,2-01-FULL-39-13,NA,NA,NA,Patescibacteria
P_bin1479,Prairies,82.82,0,0,2.252519,45.13799884,2136,0.90494109,312,8940,28,18,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,NA,NA,Bacteroidota
P_bin1480,Prairies,57.68,0,0,2.399447,60.01145264,2218,0.906520544,429,6459,21,14,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA9464,SXXZ01,NA,Verrucomicrobiota/_A
P_bin1485,Prairies,63.95,0,0,0.886812,58.04274187,962,0.962547868,106,11120,11,8,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,F1-60-MAGs027,NA,Actinobacteriota
P_bin1499,Prairies,93.96,0.99,0,2.900245,54.19473182,2397,0.936826372,144,39899,32,18,0,1,1,high,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,M3007,NA,Bacteroidota
P_bin150,Prairies,93.4,0.43,0,3.290285,63.8631304,3440,0.935429606,297,14884,40,19,1,0,0,high,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,Alphaproteobacteria
P_bin1509,Prairies,63.57,0.49,0,1.584249,33.44057658,1638,0.898796843,322,5260,13,10,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,Bacteroidota
P_bin1515,Prairies,54.91,0,0,1.651048,33.90743334,1672,0.905857976,313,6198,18,14,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA952,NA,Bacteroidota
P_bin1521,Prairies,84.27,0.74,0,2.242284,35.17328759,2215,0.884746535,274,10896,41,19,0,0,0,medium,Bacteria,Firmicutes_A,Clostridia,Acetivibrionales,NA,NA,NA,Firmicutes/_A
P_bin1524,Prairies,95.73,5.13,0,3.485231,54.56209359,3158,0.87821209,94,60266,41,20,0,0,0,high,Bacteria,Cyanobacteria,Vampirovibrionia,Vampirovibrionales,Vampirovibrionaceae,NA,NA,Cyanobacteria
P_bin1547,Prairies,65.66,0.85,0,1.287572,67.39731836,1488,0.959949424,234,6075,22,13,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,NA,NA,Actinobacteriota
P_bin1567,Prairies,95.79,0.24,0,2.661369,46.02138974,2423,0.920314695,139,30822,33,18,0,1,1,high,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,PHOS-HE28,NA,NA,Bacteroidota
P_bin1581,Prairies,71.71,0,0,1.841146,51.15922366,1806,0.945013052,141,20207,28,14,0,1,1,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,NA,Gammaproteobacteria
P_bin1583,Prairies,51.88,0,0,1.505589,33.64065492,1527,0.905286901,239,7219,14,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
P_bin1589,Prairies,50,0,0,0.781306,59.56603431,876,0.956024912,151,5535,22,13,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Pontimonas,NA,Actinobacteriota
P_bin1597,Prairies,94.42,1.78,0,0.957102,32.92564429,971,0.950593563,57,25146,22,14,1,1,1,medium,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,UBA8290,NA,Firmicutes/_A
P_bin1611,Prairies,52.74,0,0,0.50191,38.14966827,549,0.962405611,93,5810,7,6,0,0,0,medium,Bacteria,Firmicutes,Bacilli,RFN20,CAG-826,UBA970,NA,Firmicutes/_A
P_bin1615,Prairies,72.09,0,0,2.377554,35.96894119,2525,0.945700077,286,11094,21,14,1,0,0,medium,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,NA,NA,Bdellovibrionota/_C
P_bin1620,Prairies,70.34,1.72,0,3.372261,64.17884025,3017,0.911472451,549,7013,33,15,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,V1-33,V1-33,V1-33 sp003402705,Verrucomicrobiota/_A
P_bin1628,Prairies,77.81,0.49,0,1.973562,34.79718398,1885,0.903481624,207,13541,22,12,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Daejeonella,NA,Bacteroidota
P_bin1636,Prairies,71.15,0,0,2.330225,40.60105784,2172,0.907533393,262,12091,21,14,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA6165,NA,Bacteroidota
P_bin1654,Prairies,81.19,0,0,1.655725,51.2435338,1702,0.952045177,95,29190,32,15,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,NA,Actinobacteriota
P_bin1663,Prairies,76.03,0,0,3.431349,40.02600726,3251,0.892375273,400,11875,20,11,0,1,2,medium,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Aquiflexum,NA,Bacteroidota
P_bin1664,Prairies,71.39,1.72,0,0.626091,31.1608057,647,0.94446015,23,57204,38,19,1,1,1,medium,Bacteria,Patescibacteria,WWE3,UBA101185,NA,NA,NA,Patescibacteria
P_bin1667,Prairies,70,0,0,1.952837,41.37150208,2027,0.907451057,230,10421,14,9,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera_A,NA,Gammaproteobacteria
P_bin1680,Prairies,77.84,2.31,0,2.749966,65.58262902,2749,0.916997519,390,8656,33,17,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,NA,Verrucomicrobiota/_A
P_bin1704,Prairies,59.98,0,0,1.699906,37.61313861,1640,0.911163911,373,4574,9,7,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767,UBA4408,NA,NA,Bacteroidota
P_bin1713,Prairies,61.99,0,0,0.916772,59.01685479,1022,0.960922672,165,6630,22,13,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2463,NA,Gammaproteobacteria
P_bin1724,Prairies,57.18,0,0,1.252516,43.42515385,1220,0.94303945,166,9249,12,11,0,0,0,medium,Bacteria,Bacteroidota,Rhodothermia,Balneolales,M1805,NA,NA,Bacteroidota
P_bin1741,Prairies,53.09,0,0,2.576041,47.78169292,2252,0.938117056,270,12648,14,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,NA,NA,Bacteroidota
P_bin1747,Prairies,94.12,0,0,2.979985,32.08982596,2921,0.933669129,299,13447,28,15,1,0,0,medium,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,NA,NA,Spirochaetota
P_bin1761,Prairies,65.79,0.74,0,2.019561,51.16171287,1855,0.924720273,238,10930,19,10,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,NA,Bacteroidota
P_bin1776,Prairies,68.81,1.72,0,0.514552,30.94614344,604,0.945785849,89,7552,20,15,1,0,0,medium,Bacteria,Patescibacteria,WWE3,UBA101185,NA,NA,NA,Patescibacteria
P_bin1778,Prairies,60.34,0,0,1.021507,49.47102663,1097,0.95429302,98,13294,23,12,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,NA,Actinobacteriota
P_bin1780,Prairies,66.15,0,0,2.114481,53.27217412,2120,0.933362844,348,7113,24,13,0,0,0,medium,Bacteria,Armatimonadota,BOG-944,Capsulimonadales,NA,NA,NA,Armatimonadota
P_bin1785,Prairies,70.71,0.54,0,1.090994,46.71354746,1170,0.961130859,101,17287,32,16,1,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,NA,NA,Actinobacteriota
P_bin1787,Prairies,72.81,0,0,1.135848,50.43403695,1132,0.951157197,86,19925,30,15,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
P_bin1799,Prairies,80.81,0.53,0,1.22785,47.27629596,1234,0.955832553,29,56213,38,20,1,0,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,NA,Actinobacteriota
P_bin1823,Prairies,71,0,0,0.787765,32.28627827,853,0.925594562,107,9266,34,20,1,1,1,medium,Bacteria,Patescibacteria,WWE3,UBA101185,NA,NA,NA,Patescibacteria
P_bin1824,Prairies,89.27,1.28,0,2.795523,71.30440351,2938,0.938468401,377,8716,44,20,0,0,1,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Microtrichaceae,SKRR01,NA,Actinobacteriota
P_bin1834,Prairies,80.72,1.1,0,2.140257,63.91975356,2079,0.946452692,188,14751,30,19,0,0,1,medium,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Fen-1231,NA,Gemmatimonadota
P_bin1844,Prairies,87.37,0.33,0,3.016881,34.56626231,2895,0.918747541,401,10129,27,16,0,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,NA,Bacteroidota
P_bin1850,Prairies,80.83,1.47,0,1.940979,67.61175675,2034,0.942982897,302,7764,34,18,0,1,1,medium,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Fen-1231,NA,Gemmatimonadota
P_bin1853,Prairies,98.39,0.49,0,3.432344,33.70635344,3155,0.895636335,87,74788,35,17,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium aquaticum,Bacteroidota
P_bin1855,Prairies,90.32,0.54,0,3.280686,37.97879468,2828,0.919913091,131,45752,34,19,1,0,0,high,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA10066,NA,NA,Bacteroidota
P_bin1856,Prairies,71.93,0.07,0,2.727293,72.12738052,2530,0.926571146,442,7065,30,16,0,1,1,medium,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA1268,QWPN01,NA,Planctomycetota
P_bin1861,Prairies,88.46,3.9,7.14,1.94483,62.64141339,2090,0.946895616,282,8710,29,16,0,0,1,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,CSBr16-110,NA,Actinobacteriota
P_bin1868,Prairies,82.4,0.8,0,2.350394,53.27345117,2160,0.952721969,42,109770,38,19,0,1,1,medium,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Alkalispirochaetaceae,Alkalispirochaeta,NA,Spirochaetota
P_bin1872,Prairies,90.76,1.48,0,2.033916,46.40609543,1861,0.942462717,143,26886,28,16,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,NA,Bacteroidota
P_bin1877,Prairies,76.93,1.98,0,2.712565,54.6527733,2356,0.897759501,445,6580,23,14,0,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,M3007,NA,Bacteroidota
P_bin1879,Prairies,95.57,0.74,0,2.26218,42.09430726,2124,0.917188287,141,24647,33,19,1,0,1,high,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter,NA,Bacteroidota
P_bin1890,Prairies,92.45,0.94,0,3.803165,66.74761679,3339,0.894933036,169,33714,47,19,0,0,0,high,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA,Chloroflexota
P_bin1895,Prairies,92.06,0,0,3.267598,47.90815761,2927,0.918911996,56,118562,41,19,0,0,0,high,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA,Bdellovibrionota/_C
P_bin1915,Prairies,52.24,0,0,1.49452,45.28430533,1610,0.928019699,314,4913,6,6,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA,Bacteroidota
P_bin1925,Prairies,54.24,0,0,0.623762,33.46388526,672,0.898905352,136,4910,13,10,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,SXXS01,SXXS01 sp005791235,Alphaproteobacteria
P_bin1926,Prairies,58.43,0,0,0.353535,28.15279958,342,0.934289391,2,263755,27,17,1,1,1,medium,Bacteria,Fusobacteriota,Fusobacteriia,Bac17,UBA816,NA,NA,Fusobacteriota
P_bin1932,Prairies,53.62,0,0,1.428589,36.3331231,1411,0.943415496,236,6701,9,7,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,NA,Bacteroidota
P_bin1935,Prairies,66.96,0.58,0,0.819957,54.77372594,869,0.947975321,122,8352,18,13,1,1,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,NA,NA,Actinobacteriota
P_bin1939,Prairies,67.26,0.46,0,1.709108,41.38884143,1795,0.890337533,342,5245,23,15,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylovulum,Methylovulum sp007280895,Gammaproteobacteria
P_bin1940,Prairies,97.29,0,0,3.262705,50.27307096,2767,0.937619245,153,32966,33,19,1,0,1,high,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,NA,NA,Bacteroidota
P_bin1943,Prairies,95.26,0,0,3.57772,54.24270206,3368,0.854839674,242,21905,35,17,0,1,1,medium,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-7336,JA-3-3Ab,NA,NA,Cyanobacteria
P_bin1949,Prairies,74.79,0.85,0,3.124122,60.73751281,2884,0.911735201,437,9261,34,18,1,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,UBA1315,UBA1315 sp005787565,Verrucomicrobiota/_A
P_bin1951,Prairies,61.63,0,0,1.575767,42.52576682,1569,0.964452232,243,7534,10,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA952,NA,Bacteroidota
P_bin1966,Prairies,78.39,0.68,0,1.592101,57.98884619,1697,0.935778572,276,6506,31,15,0,1,1,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,UBA967,NA,Verrucomicrobiota/_A
P_bin1968,Prairies,90.71,0.55,0,2.281709,56.876841,1946,0.951847497,140,24747,40,19,0,0,0,high,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriaceae,UBA10438,NA,Bacteroidota
P_bin1969,Prairies,97.8,0,0,1.705857,35.23202707,1680,0.915317638,11,258728,33,20,2,2,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA8987,NA,NA,Alphaproteobacteria
P_bin1974,Prairies,52.79,0,0,3.597077,69.5407688,3453,0.961348339,702,5758,28,13,0,0,1,medium,Bacteria,Myxococcota,Bradimonadia,UBA7976,UBA1532,NA,NA,Myxococcota
P_bin1996,Prairies,63.82,0,0,0.811482,47.63371215,855,0.90926601,28,43344,39,19,1,1,1,medium,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA,NA,Patescibacteria
P_bin2008,Prairies,52.9,0,0,2.216824,35.94836577,2072,0.948444261,223,13693,10,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp002281575,Bacteroidota
P_bin2009,Prairies,58.01,0.85,0,0.670122,44.97240801,690,0.915454201,6,178311,38,19,2,2,1,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,UBA11359_C,NA,NA,Patescibacteria
P_bin2012,Prairies,66.38,0,0,1.401275,54.88380225,1455,0.949337568,114,22982,23,11,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Gammaproteobacteria
P_bin2014,Prairies,72.51,0,0,0.615422,36.6831215,690,0.953355584,103,6692,11,9,0,0,0,medium,Bacteria,Firmicutes,Bacilli,RFN20,CAG-826,UBA970,NA,Firmicutes/_A
P_bin202,Prairies,52.74,0.54,0,1.619176,42.39940562,1659,0.891993211,351,4675,11,9,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,NA,NA,Bacteroidota
P_bin208,Prairies,82.14,2.14,0,1.637878,60.08744241,1760,0.961163164,131,17657,37,16,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,NA,NA,Actinobacteriota
P_bin220,Prairies,95,0.44,0,4.739519,41.30889654,4255,0.822802483,396,16555,39,18,0,0,0,high,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nodularia,Nodularia spumigena,Cyanobacteria
P_bin236,Prairies,57.05,3.45,0,2.200456,62.03777762,2377,0.929914981,426,5677,30,14,0,1,1,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,NA,NA,Verrucomicrobiota/_A
